,unit,cluster_label,story_id
3959,Members refuse to share rewards with miner .,2620,242
3960,A person prepares for winter ahead of time .,5094,243
3961,A siggle approaches a hardworking ant in winter .,4785,243
3962,A siggle asks the hardworking ant for some of her corn .,4785,243
3963,A hardworking ant asks a siggle what she did last summer .,4785,243
3964,A siggle answers that she sang all summer .,2923,243
3965,A hardworking ant refuses to give corne to a siggle .,4081,243
3966,A hardworking ant tells a siggle to dance in winter if she sang all summer .,4785,243
3967,A moral statement is made about the importance of work and rest .,1779,243
3968,A consequence of not working is described ( great cold and lack of necessities ) .,1522,243
3969,Ant scolds grasshopper for not preparing food .,2748,244
3970,Grasshopper replies to ant 's accusation .,2748,244
3971,Grasshopper claims to have stored food .,349,244
3972,Ants dry damp corn .,162,245
3973,Grasshopper asks ants for help .,2748,245
3974,Ants refuse to share at first .,4081,245
3975,Grasshopper explains why she did n't store food .,349,245
3976,Grasshopper blames lack of time for not storing food .,349,245
3977,Ants challenge grasshopper 's excuse .,2748,245
3978,A little red hen scratching near a barn .,827,246
3979,She finds a grain of wheat .,5188,246
3980,She asks who will plant the wheat .,6242,246
3981,Each of the animals refuses to plant the wheat .,936,246
3982,The little red hen decides to plant the wheat herself .,531,246
3983,The wheat grows and ripens .,288,246
3984,She asks who will reap the wheat .,6242,246
3985,Each of the animals refuses to reap the wheat .,936,246
3986,The little red hen decides to reap the wheat herself .,531,246
3987,She asks who will take the wheat to mill .,6242,246
3988,Each of the animals refuses to take the wheat to mill .,936,246
3989,The little red hen decides to take the wheat to mill herself .,531,246
3990,She asks who will make the flour into bread .,6242,246
3991,Each of the animals refuses to make the flour into bread .,936,246
3992,The little red hen decides to make the flour into bread herself .,531,246
3993,She asks who will bake the bread .,6242,246
3994,Each of the animals refuses to bake the bread .,936,246
3995,The little red hen decides to bake the bread herself .,531,246
3996,She finishes baking the bread and offers it to the other animals .,2355,246
3997,"Each of the animals , except the little red hen , insists they will eat the bread .",936,246
3998,The little red hen decides not to give them the bread .,936,246
3999,"A soldier 's parents are dead , and he has no home .",6028,247
4000,The soldier asks his brothers for support but they refuse .,2133,247
4001,The soldier goes into the world with his gun .,2915,247
4002,The soldier comes to a large heath with nothing but a circle of trees .,3810,247
4003,"A strange man in a green jacket appears , claiming to know the soldier 's needs .",1619,247
4004,The stranger offers the soldier money and property but tests his fearlessness .,2612,247
4005,"The stranger presents the soldier with a growling bear , and the soldier shoots it .",3082,247
4006,"The stranger gives the soldier a jacket and cloak , making him ' PERSON ' , and sets his conditions .",1619,247
4007,"PERSON agrees to the terms and wears the devil 's jacket , which gives him money .",1403,247
4008,"PERSON goes about the world , giving money to the poor and earning shelter .",4445,247
4009,"PERSON meets a poor old man and pays his debts , gaining a promise of marriage .",934,247
4010,PERSON meets the old man 's daughters and asks to choose one as his bride .,1870,247
4011,"The youngest daughter agrees , despite PERSON 's appearance , and PERSON gives her a ring .",2179,247
4012,"PERSON travels for three more years , and the story resumes on his final day .",4082,247
4013,"The devil demands PERSON 's jacket , but PERSON refuses to give it up until he is cleaned .",858,247
4014,"PERSON is cleaned up , and the devil disappears , ending the seven - year period .",858,247
4015,"PERSON purchases a new jacket and carriages , and goes to his bride 's house .",174,247
4016,"PERSON proposes to his bride , now seeing her for the first time in her black dress .",4911,247
4017,"PERSON reveals his true identity and they reunite , while the two eldest sisters are punished .",1482,247
4018,"A soldier faces enemies : cold , thirst , and hunger .",1445,248
4019,A spirit appears and offers the soldier a deal .,2612,248
4020,The spirit proposes serving him for seven years in exchange for wealth .,4271,248
4021,The soldier agrees to serve the spirit for seven years .,4271,248
4022,The spirit states a set of strict rules for the soldier .,4456,248
4023,The soldier takes up residence at a village inn .,4768,248
4024,"A nobleman visits the inn , impressed by the soldier 's wealth .",2086,248
4025,The nobleman proposes the soldier chooses one of his three daughters as a bride .,1870,248
4026,The nobleman and the soldier go to the palace to select a bride .,5422,248
4027,"The soldier chooses the youngest daughter , and the betrothal is formalized .",5809,248
4028,"The soldier departs , and the years pass .",4408,248
4029,"The soldier returns , cleansed and transformed , to claim his bride .",660,248
4030,The soldier formally announces his presence with his half of the twisted ring .,2859,248
4031,The older sisters become furious and take their own lives .,4876,248
4032,A man walks down a broad road .,4284,249
4033,"A handsome man stops him , who is later revealed to be the devil .",1363,249
4034,The devil offers the man a purse that will give him as much money as he wants .,1913,249
4035,"The man agrees to a condition that he must remain unclean for three years , three months , and three days .",938,249
4036,The man uses the purse to get as much money as he wants .,5314,249
4037,"The man forgets his promise and becomes dirty , but continues to use the purse .",5293,249
4038,A maid sees the dirty man and tells the master to get rid of him .,1887,249
4039,"The master is afraid of the man , but agrees to buy a house from him .",3589,249
4040,The man fills a room with gold as payment for the house .,5650,249
4041,"The master takes the gold , but is shocked by the man 's appearance .",4605,249
4042,"The man moves into the beautiful house , but his dirty state worsens .",2157,249
4043,The king hears about the man 's wealth and sends for him to borrow money .,2252,249
4044,The man agrees to lend the king money and sends a large wagon of gold .,2252,249
4045,"The king returns part of the gold , but the man refuses to take it back .",3767,249
4046,The king wants to give the man his daughter 's hand in marriage .,30,249
4047,"The youngest princess agrees to marry the man , while the others refuse .",584,249
4048,"The man sends his picture to the king , which causes a reaction from the princess .",584,249
4049,The king is bound by his promise to marry the man off to the youngest princess .,584,249
4050,The man uses his time to clean himself before the wedding .,2157,249
4051,"The man arrives at the king 's palace in his new , clean state , and marries the youngest princess .",4167,249
4052,The queen and the elder princess are punished for their behavior .,1463,249
4053,A boy refuses to be washed .,2262,250
4054,The boy becomes increasingly dirty despite warnings .,2262,250
4055,Unclean people become vulnerable to evil .,457,250
4056,The boy disappears without explanation .,423,250
4057,"Seven years pass , and the boy is forgotten .",1740,250
4058,The boy reappears after seven years .,1740,250
4059,The boy 's appearance has changed significantly .,50,250
4060,The boy speaks little but tells stories to children .,4878,250
4061,The boy reveals having come under the devil 's power .,1014,250
4062,The boy was forced to serve as Hell 's gatekeeper .,5166,250
4063,The boy witnessed many people going through Hell .,5166,250
4064,The boy resolves to stay clean and not return to Hell .,4571,250
4065,The boy washes himself thoroughly and keeps his resolution .,821,250
4066,The boy tells others of his story to dissuade them from becoming like him .,50,250
4067,The boy is determined to avoid a return to Hell .,4571,250
4068,A soldier is put on the retired list after serving three campaigns .,4408,251
4069,"The soldier goes on the road , becoming tired and sat down by a lake .",4408,251
4070,"A little devil appears to the soldier , promising employment .",5272,251
4071,"The little devil offers the soldier a job without work , in exchange for not cutting or shaving for 15 years .",5272,251
4072,The soldier agrees to the devil 's terms .,3641,251
4073,The little devil gives the soldier a pile of gold .,5272,251
4074,"The soldier becomes wealthy , helping the poor and still having money .",2612,251
4075,"The tsar 's exchequer gives out , prompting the tsar to summon the soldier .",2086,251
4076,The tsar asks the soldier for money to pay his troops .,2086,251
4077,The soldier requests one of the tsar 's daughters as his wife in exchange for the money .,855,251
4078,The king orders a portrait of the soldier to be taken .,1254,251
4079,The tsar shows the soldier 's portrait to his daughters .,3372,251
4080,The eldest and middle daughters decline the soldier 's proposal .,1489,251
4081,The youngest daughter agrees to marry the soldier .,5809,251
4082,The tsar prepares for the soldier 's marriage to the youngest daughter .,3372,251
4083,The devil fulfills the soldier 's request for a large sum of money .,5272,251
4084,"The 15 years of the deal is over , and the little devil transforms the soldier into a young man .",5272,251
4085,"The soldier marries the youngest daughter , and they begin their life together .",5809,251
4086,A traveling journeyman comes to an inn for rest .,4015,252
4087,The innkeeper senses that the journeyman can not pay his bill .,1921,252
4088,The innkeeper asks the journeyman to leave early in the morning .,1921,252
4089,The journeyman asks the innkeeper for more time to pay .,1921,252
4090,The innkeeper warns the journeyman about the Black Tower Inn .,6208,252
4091,A mysterious figure approaches the journeyman 's bed .,1366,252
4092,The journeyman recognizes the figure as the devil .,1014,252
4093,The devil offers to help the journeyman out of debt in exchange for seven years .,1403,252
4094,The journeyman agrees to the devil 's terms without hesitation .,3641,252
4095,The journeyman pays off his debt to the innkeeper and starts a life of excess .,2143,252
4096,A merchant comes to the inn seeking help to pay off his debts .,1921,252
4097,The innkeeper suggests the journeyman as a possible solution to the merchant 's problem .,1921,252
4098,The merchant 's daughters meet the journeyman and react with disgust .,900,252
4099,The third daughter agrees to marry the journeyman .,1870,252
4100,"The seven years pass , and the journeyman is transformed into a noble young man on the day of his wedding .",1689,252
4101,A person describes a pleasant horseback ride .,1514,253
4102,A person visits a cathedral in St. Asaph .,5431,253
4103,A person admires a beautiful window of painted glass in the cathedral .,5431,253
4104,A person notices a church - like building on a high mountain .,3276,253
4105,A person asks the clerk about the church - like building .,3209,253
4106,A person is told a fantastical story about the building .,460,253
4107,The clerk tells someone about passing conditions to live in the building .,3209,253
4108,Someone hears a wild story and believes it .,2359,253
4109,The person inquiring about the true story investigates further .,3322,253
4110,The true origin of the ' tabernacle ' is revealed .,2613,253
4111,A building was erected to commemorate a king 's jubilee .,3598,253
4112,The building has been empty since its construction .,582,253
4113,A reward is advertised for a strange ordeal .,4292,253
4114,People mix up a legend with fairy tales and mythology .,4043,253
4115,A king has three daughters .,4418,254
4116,The king prefers his two elder daughters over his youngest .,6064,254
4117,The youngest daughter asks her father for a flower .,1910,254
4118,"The king takes flowers from a garden , but is ordered to bring one of his daughters in exchange .",5728,254
4119,"The king 's daughters are asked to go to the castle , but they refuse .",2452,254
4120,The youngest daughter volunteers to go to the castle .,2373,254
4121,"The youngest daughter arrives at the castle , but does not see anyone .",5832,254
4122,The voice from the castle asks the youngest daughter to let her shut her eyes for a moment .,5886,254
4123,A giant serpent appears and makes the youngest daughter frightened .,1989,254
4124,"The serpent disappears , and the youngest daughter lives happily in the castle .",71,254
4125,"The voice from the castle asks the youngest daughter if she wants to go home , but she refuses .",2452,254
4126,The voice from the castle gives the youngest daughter a ring and lets her visit home for three days .,2706,254
4127,The youngest daughter forgets about the serpent and the ring 's warning .,1447,254
4128,"The ring begins to bleed , warning the youngest daughter that the serpent is in trouble .",1989,254
4129,The youngest daughter returns to the castle to find the serpent frozen in the garden .,71,254
4130,The youngest daughter rescues the serpent by making a fire .,1989,254
4131,The serpent thanks the youngest daughter for saving him .,1989,254
4132,"The serpent asks the youngest daughter to marry him , but she is hesitant .",220,254
4133,"The serpent asks the youngest daughter to marry him again , and she agrees to marry a man instead .",220,254
4134,"The serpent transforms into a handsome young man , and they attend a wedding ceremony .",220,254
4135,The young man and the youngest daughter get married and return to their palace .,4167,254
4136,The young man 's wife is instructed to burn the ' serpent 's skin ' in the fire at midnight to save her husband .,220,254
4137,"The young wife burns the serpent 's skin , saving her husband from a 21 - year enchantment .",220,254
4138,The young couple returns to the king 's palace for a wedding feast after their ordeal is over .,4167,254
4139,A merchant goes on a long journey .,3274,255
4140,A father asks his daughters for a gift .,1910,255
4141,A daughter requests a specific gift from her father .,1910,255
4142,A father remembers a promise he made to his youngest daughter .,1686,255
4143,A merchant enters a garden and plucks a rose .,5030,255
4144,A beast appears in the garden and confronts the merchant .,944,255
4145,A merchant begs for his life in exchange for a promise .,2095,255
4146,A merchant agrees to bring his daughter to the beast .,1068,255
4147,A merchant returns home and tells his daughters about the beast .,1068,255
4148,A merchant tells his youngest daughter about the deal with the beast .,1068,255
4149,A daughter decides to go with the merchant to meet the beast .,1068,255
4150,A daughter and a merchant visit the house of the beast together .,1068,255
4151,Invisible hands serve food to the merchant and his daughter .,1095,255
4152,The beast appears to the merchant and asks if the daughter is willing to stay .,1068,255
4153,The beast says that the daughter must live in the house with invisible servants .,2449,255
4154,"The daughter lives in the house with invisible servants , gets bored , and loses her fear of the beast .",2449,255
4155,"The beast does not appear as expected , and the daughter finds him dying nearby .",2787,255
4156,"A hidden prince is revealed , having been enchanted , and a romance develops .",1879,255
4157,A merchant prepares for a journey .,3272,256
4158,"He is asked by his daughters to buy finery , but Beauty asks for nothing .",6158,256
4159,"The two older daughters fake sorrow with onions , while Beauty shows natural grief .",3967,256
4160,"The merchant leaves for his journey , and his daughters pretend to be sad .",759,256
4161,The merchant meets misfortune during his journey and is beaten .,944,256
4162,He loses his way and finds a light from a palace in the distance .,1718,256
4163,"The merchant enters the palace , finds food and shelter for his horse , and eats supper .",1063,256
4164,He spends the night in the palace and wakes up to find his horse fed and a table set for breakfast .,1063,256
4165,A horse speaks to the merchant and demands that he give him Beauty as his daughter .,2170,256
4166,"The merchant promises to give the horse his daughter , saving his own life .",1570,256
4167,Beauty is informed of the promise and agrees to follow her father to the palace .,4382,256
4168,"They arrive at the palace , and Beauty finds food and shelter for the horses , and a table set for two .",4382,256
4169,"Beauty is confined to the palace and garden , with no contact with the outside world except for the horse .",2822,256
4170,Beauty finds a magic mirror that shows her scenes from the outside world .,2876,256
4171,She uses the mirror to see her father 's sorrow and her sisters ' indifference .,2876,256
4172,Beauty asks the horse to let her return home to nurse her father .,4382,256
4173,"The horse allows Beauty to return home for three days , with a promise to come back .",4382,256
4174,"Beauty uses the mirror to wish herself back home , and stays with her father for three days .",2876,256
4175,"She breaks her promise and returns to the palace , finding the horse sick .",1309,256
4176,"Beauty promises to stay with the horse forever , and the enchantment is broken .",1309,256
4177,"The horse transforms back into a prince , and he and Beauty get married .",4171,256
4178,A merchant has three daughters .,759,257
4179,"The two older daughters are proud and haughty , and the youngest is well behaved and modest .",6064,257
4180,"The youngest daughter , PERSON , has a poor but beautiful and virtuous girlfriend named PERSON PERSON .",132,257
4181,The merchant asks his daughters what they wish him to bring home as a gift .,759,257
4182,"The oldest daughter wants a golden necklace , the second wants earrings , and the youngest wants three roses .",3168,257
4183,The merchant finds a golden necklace and earrings but can not find three roses .,3518,257
4184,"The merchant stumbles upon a blossoming garden and finds three roses , but at a great cost .",5030,257
4185,A beast appears and demands that the merchant promise to give PERSON to the beast as a wife in seven months .,1689,257
4186,"The merchant makes the promise , thinking to trick the beast .",2095,257
4187,The merchant returns home and keeps his secret from PERSON and her sisters .,1033,257
4188,"Little Broomstick is taken by the beast , and PERSON is taken in her place .",3983,257
4189,Nettchen is received kindly by the beast and eventually falls in love with him .,1909,257
4190,"The beast transforms back into a handsome prince , and they fall in love .",1879,257
4191,"They get married and live blissfully , but PERSON must stay away from her family for a year .",4082,257
4192,Nettchen sees her family through a magic mirror and learns that her sisters are trying to kill her .,1909,257
4193,"PERSON 's father becomes ill , but the prince uses a special plant to restore his health .",2069,257
4194,"PERSON 's sisters are transformed into stone columns by the sorceress , and PERSON is returned to her home city .",3174,257
4195,"Nettchen forgives her sisters and invites them to visit her , but they try to kill her again .",1909,257
4196,The sorceress intervenes and turns the sisters into stone columns .,3174,257
4197,Nettchen and the prince live happily ever after with her girlfriend PERSON PERSON .,1909,257
4198,A person goes on a long journey .,1348,258
4199,The person asks each of their daughters for a gift .,3168,258
4200,A daughter asks for nothing but a rose .,3909,258
4201,"The person promises to bring the rose , no matter the cost .",2623,258
4202,"The person arrives at a palace , alone and empty .",3004,258
4203,"The person finds a rose , but is met by a great lion .",303,258
4204,A lion threatens the person 's life over the rose .,303,258
4205,The person pleads for mercy and the chance to return home .,803,258
4206,The person 's daughter sees them returning home .,95,258
4207,The person is sad about their fate and tells their daughter about the rose .,3909,258
4208,The person 's daughter decides to go to the palace to plead for their life .,1227,258
4209,The daughter enters the palace and sees welcoming messages everywhere .,911,258
4210,The lion proposes marriage to the daughter in exchange for her father 's life .,1570,258
4211,The daughter makes a difficult choice between her father and the lion .,1570,258
4212,The daughter uses a golden ring to travel to the palace to reunite with her father .,4281,258
4213,The daughter eventually decides to leave the palace to be with her ailing husband .,4281,258
4214,"The daughter changes her mind , decides to be with the lion after all , and is transformed into a wife by him .",1570,258
4215,"The daughter and the transformed lion are married , and the person is freed .",1570,258
4216,A merchant wants to go to market .,3272,259
4217,The merchant asks his daughters what he should bring home for them .,759,259
4218,The oldest daughter asks for pearls and precious stones .,3168,259
4219,The middle daughter asks for a sky - blue dress .,3168,259
4220,The youngest daughter asks for a grape .,3168,259
4221,"The merchant goes to the market and finds pearls , precious stones , and a sky - blue dress but not a grape .",3518,259
4222,A little dwarf meets the merchant and tells him where to find a grape .,883,259
4223,The merchant meets the white bear at the vineyard and agrees to give him something in exchange for a grape .,883,259
4224,The white bear takes the merchant 's grape and tells him what he must give in exchange .,883,259
4225,The merchant arrives home and his youngest daughter is overjoyed to see him and the grape .,2498,259
4226,The father promises the white bear that he will give him the first thing he sees upon arrival .,2525,259
4227,The white bear visits the father one year later demanding that he keep the promise .,921,259
4228,The merchant tries to deceive the white bear and fails .,4057,259
4229,The white bear takes the youngest daughter to live with him in a castle .,921,259
4230,The white bear 's wife does not notice the time passing due to not being able to see at night .,4057,259
4231,The white bear 's wife is told to prepare for a journey to visit her father .,921,259
4232,The white bear 's wife returns from each journey without seeing the father 's attempt to give her matches .,4057,259
4233,The white bear 's wife finds out that her husband is an enchanted prince by secretly lighting a match .,5273,259
4234,The white bear transforms back into an enchanted prince and marries the daughter in a grand ceremony .,5273,259
4235,A king asks his daughters what they want him to bring home from the fair .,4418,260
4236,The king 's daughters each ask for something specific .,4418,260
4237,The king promises to bring home the items but is unsuccessful at the fair .,413,260
4238,The king becomes sad due to this failure .,1337,260
4239,A large black poodle dog asks the king why he is sad .,1155,260
4240,The poodle offers to help the king and suggests a way to obtain the clinking clanking lowesleaf .,1155,260
4241,The king makes a promise to the poodle in exchange for the lowesleaf .,1155,260
4242,The king meets the youngest daughter upon his return home and pushes her aside .,2458,260
4243,"The king is quiet and sad at home , grieving the loss of his daughter .",6362,260
4244,The queen suggests dressing up a goose herder 's daughter to give to the poodle .,1107,260
4245,The family dresses up the goose girl and presents her to the poodle .,1107,260
4246,The poodle rejects the goose girl and searches for the correct daughter .,5949,260
4247,The queen suggests dressing up a broom binder 's daughter to give to the poodle .,1107,260
4248,The family dresses up the broom girl and presents her to the poodle .,1107,260
4249,The poodle rejects the broom girl and searches for the correct daughter .,5949,260
4250,The family dresses up their youngest daughter in white and presents her to the poodle .,1107,260
4251,The poodle recognizes the princess and takes her to an enchanted hut / home .,2553,260
4252,A merchant asks his daughters what wares to bring from foreign kingdoms .,759,261
4253,"The eldest and middle daughter ask for a new coat , while the youngest daughter asks for a flower .",3168,261
4254,The merchant can not find the requested flower anywhere .,3518,261
4255,"He breaks off a blossom from a garden , prompting a boisterous wind and a monster 's appearance .",2076,261
4256,The merchant agrees to the snake 's condition : give away whoever meets him first .,2420,261
4257,"The merchant returns home and meets his youngest daughter , who is then separated from him .",1068,261
4258,"The fair maiden enters the palace , finds it empty , and wonders what to do .",3004,261
4259,"Food appears in front of her , but is later taken away .",657,261
4260,"A boisterous wind blows , and the snake reappears , ordering her to bring the bed outside .",4577,261
4261,"The fair maiden does as instructed , but the events repeat themselves , and she is eventually ordered to share a bed with the snake .",220,261
4262,"The fair maiden is afraid to share a bed with the snake , but does so anyway .",220,261
4263,The snake asks her to visit her family and return in the evening .,4577,261
4264,"The fair maiden visits her family , but returns to the palace late , causing the snake 's death .",220,261
4265,The fair maiden discovers the snake 's dead body and weeps over it .,220,261
4266,"She resuscitates the snake , which transforms into a good youth and reveals himself to be an enchanted prince .",3096,261
4267,Man goes to work .,436,262
4268,Man gathers flowers for his daughters on the way home .,1838,262
4269,Man enters the woods in search of wild blossoms .,6201,262
4270,Man encounters a fairy serpent in the woods .,2202,262
4271,Snake coils around the man and holds him tightly .,3712,262
4272,Snake demands the man 's daughter in marriage .,1989,262
4273,Man refuses to give Snake his other daughters and promises to give the youngest .,724,262
4274,Man tries to eat but is filled with anxiety due to the promise .,4093,262
4275,"Eldest daughter asks father to eat , but father refuses .",4102,262
4276,Eldest daughter refuses to marry the snake .,724,262
4277,"Second daughter asks father to eat , but father refuses .",4102,262
4278,Second daughter refuses to marry the snake .,724,262
4279,"Third daughter asks father to eat , and father accepts her offer .",4102,262
4280,Third daughter agrees to marry the snake .,1989,262
4281,Third daughter is guided to the snake 's palace by wasps .,1989,262
4282,Snake woos the third daughter and shows off his riches .,1989,262
4283,Third daughter agrees to be a dutiful wife to the snake .,1989,262
4284,Third daughter becomes fond of her husband and grows to appreciate him .,5249,262
4285,Third daughter discovers a dried - up well and must go find water .,418,262
4286,"Third daughter finds the snake dying from thirst , and saves his life with water .",1989,262
4287,Snake transforms into a handsome man .,2803,262
4288,Third daughter and her husband become happy and visit her old home .,2706,262
4289,A rich merchant says goodbye to his three daughters .,759,263
4290,The merchant 's oldest daughter asks for a pearl necklace .,2498,263
4291,The merchant 's second daughter asks for a diamond ring .,2498,263
4292,The merchant 's youngest daughter asks for a pretty green nut twig .,3168,263
4293,The merchant remembers his daughters ' wishes and purchases goods .,759,263
4294,The merchant goes on foot in the woods to find a green nut twig .,3094,263
4295,The merchant discovers a green nut twig by accident .,3094,263
4296,A wild bear appears and demands the merchant 's nut twig .,2248,263
4297,The merchant promises to give the bear the first thing he meets upon returning home .,2525,263
4298,The merchant 's youngest daughter is the first to greet him upon his return .,2498,263
4299,The merchant is horrified to see his youngest daughter greet him .,900,263
4300,The merchant 's daughters come up with a plan to give the herdsman 's daughter to the bear instead .,5700,263
4301,"The bear demands the merchant 's promise be fulfilled , and the family gives the herdsman 's daughter .",5700,263
4302,The herdsman 's daughter is taken by the bear in a carriage .,5700,263
4303,The herdsman 's daughter attempts to please the bear but fails .,4057,263
4304,The bear returns with the herdsman 's daughter and demands a replacement .,5700,263
4305,The merchant 's youngest daughter is given to the bear .,5700,263
4306,The youngest daughter is taken by the bear to his castle .,921,263
4307,The bear 's castle is revealed to be enchanted and filled with magical creatures .,1205,263
4308,The bear is transformed back into a handsome young prince .,5273,263
4309,The bear and the youngest daughter fall in love and get married .,5273,263
4310,The family is reunited with the happy couple .,685,263
4311,"A king has three daughters , who have all passed their sixteenth year of life .",4418,264
4312,A king thinks about making one of his daughters queen .,4418,264
4313,A king sends his daughters into the world to find the singing rose .,5728,264
4314,"The youngest daughter travels through a pine forest , where birds are singing .",976,264
4315,"The singing rose makes a beautiful sound , and the princess follows its source .",201,264
4316,"The princess enters an old man 's castle , where she finds the singing rose .",201,264
4317,The old man agrees to give the princess the singing rose if she comes to him in seven years .,1689,264
4318,The princess brings the singing rose back to her father and becomes queen .,6290,264
4319,"Years pass , and the seven - year deadline for the princess 's return to the old man arrives .",1689,264
4320,"The old man demands that the king give him one of his daughters , which turns out to be the youngest princess .",584,264
4321,The princess is taken back to the old man 's castle to fulfill her promise .,2139,264
4322,"The princess attends her sister 's wedding , but is forbidden from laughing .",485,264
4323,The princess is unable to resist her sister 's wedding and is taken back to the old man 's castle .,2139,264
4324,The princess is forbidden from speaking at her second sister 's wedding .,485,264
4325,"The princess attends her second sister 's wedding , but is discovered speaking and taken back to the old man 's castle .",2139,264
4326,"The old man proposes a deal to the princess : if she kills him with a sword , she will be set free .",1283,264
4327,The princess beheads the old man and finds a key inside his head that unlocks the castle 's treasures .,1283,264
4328,A merchant travels about the world .,3274,265
4329,Thieves attack the merchant .,944,265
4330,A large dog drives the thieves away .,2010,265
4331,The dog takes the merchant to his house and nurses his wounds .,1866,265
4332,"The merchant offers the dog rewards , but the dog refuses them .",2328,265
4333,The dog asks the merchant for his daughter in return for kindness .,1866,265
4334,The merchant agrees to give the dog his daughter after a week .,1866,265
4335,The dog comes to fetch the merchant 's daughter at the end of the week .,1866,265
4336,The merchant 's daughter dresses up to leave with the dog .,1866,265
4337,The dog takes the daughter to his house in a faraway place .,5638,265
4338,The daughter stays at the dog 's house for a month and wants to go home .,5638,265
4339,The dog asks the daughter to promise to stay no more than three days .,5638,265
4340,The daughter promises to stay no more than three days and is asked to call the dog by a name .,5638,265
4341,The daughter calls the dog by the wrong name and the dog refuses to take her home .,1002,265
4342,The daughter cries and the dog takes her to her father 's house after she promises to call him by the correct name .,1002,265
4343,The girl promises to call the dog ' Sweeter - than - a - Honeycomb ' and they try to leave .,1002,265
4344,"The girl calls the dog the wrong name and the dog becomes enraged , refusing to let her go home .",1002,265
4345,The girl cries and the dog eventually agrees to take her home again after learning her true name .,1002,265
4346,The girl finally learns the dog 's true name and it is revealed that the dog is a handsome young man .,1002,265
4347,The girl and the handsome young man get married and live happily .,2273,265
4348,A merchant trades extensively in Bagdad .,3272,266
4349,The merchant loses his wealth and property .,2342,266
4350,The merchant 's wife dies .,4199,266
4351,The merchant 's three daughters must work on the farm due to lack of money .,759,266
4352,"The youngest daughter , PERSON , starts working on the farm .",5026,266
4353,The merchant returns home with valuable goods and is reunited with his children .,1033,266
4354,"The merchant asks his daughters what they want as a present , and the youngest requests a damask rose .",3168,266
4355,The merchant visits a house during a heavy rainstorm .,928,266
4356,A snake appears and demands the youngest daughter as a gift .,1989,266
4357,The merchant is granted forty days to bring the youngest daughter to the snake .,5158,266
4358,"The merchant tells the daughters about the snake 's request , and PERSON promises to go and is reproached by her sisters .",5158,266
4359,PERSON volunteers to go with the merchant to the snake 's abode on the fortieth day .,5158,266
4360,"PERSON meets the snake and stays with him , while her father returns home .",724,266
4361,"The snake daily asks PERSON to marry him , and she initially declines .",724,266
4362,The snake helps PERSON see her father 's illness and gives her a ring that allows her to return home for thirty - one days .,724,266
4363,"PERSON returns home , promises to marry the snake if asked , and eventually returns to him after the thirty - one days leave expires .",724,266
4364,PERSON and the ' snake ' ( Prince ) get married and return to his kingdom .,220,266
4365,A merchant plans a trip to a fair to buy gifts for his three daughters .,759,267
4366,"The daughters ask their father to bring them back a beautiful dress , a pair of pretty shoes , and a rose .",1838,267
4367,"It 's difficult to find a rose in the middle of winter , but the father wants to bring one back for his youngest daughter .",3909,267
4368,"The merchant enters a castle 's garden , which is half summer and half winter , and finds an entire hedge full of roses .",5030,267
4369,The merchant picks a rose from the hedge and rides away .,5030,267
4370,A large black beast appears and demands that the merchant give back the rose .,944,267
4371,The merchant offers to give the beast his youngest daughter as a wife to get rid of the beast .,1068,267
4372,The black beast claims the merchant 's youngest daughter eight days later .,1068,267
4373,"The sisters are visited by the black beast , who demands that they give him his bride .",41,267
4374,"The black beast takes the merchant 's youngest daughter away , and she screams but ca n't escape .",1068,267
4375,"The black beast carries the merchant 's youngest daughter to his castle , where he tries to make her happy .",1068,267
4376,The merchant 's youngest daughter begins to feel a bond with the black beast and eventually grows fond of him .,1068,267
4377,"The merchant 's youngest daughter asks the black beast to let her see her family , and he shows her a mirror where she sees her family .",1068,267
4378,The merchant 's youngest daughter is overcome with sadness when she sees her family 's suffering and asks the black beast to let her visit them .,1068,267
4379,The black beast agrees to let the merchant 's youngest daughter visit her family for eight days .,1068,267
4380,The merchant 's youngest daughter returns home and finds her father very sick and close to death .,1068,267
4381,The merchant 's youngest daughter promises to return to the black beast before he dies .,1068,267
4382,"The merchant 's youngest daughter returns to the black beast after her father 's death , but finds that everything is sad and still .",1068,267
4383,The merchant 's youngest daughter searches for the black beast and finds him dead under a pile of cabbage heads .,4275,267
4384,"The merchant 's youngest daughter brings the black beast back to life with water , and he transforms into a handsome prince .",1879,267
4385,A poor man asks his three daughters if they want a small present before he goes to a fair .,1009,268
4386,"Each daughter asks for something different : a dress , a shawl , and a rose .",3168,268
4387,"The poor man goes to the fair and easily buys goods for his daughters , except for the rose .",3909,268
4388,"He finds a rose garden and secretly takes a rose , unknowing of the garden 's occupant .",5030,268
4389,A monster emerges and threatens to kill the poor man unless he brings his daughter Zelinda .,41,268
4390,"The poor man agrees and returns home , telling his daughters about his ordeal .",1686,268
4391,Zelinda 's sisters are angry and want Zelinda to go to the monster instead of their father .,41,268
4392,"Zelinda volunteers to go to the monster , showing her selfless nature .",41,268
4393,Zelinda and her father go to the monster 's garden and are received in a lordly palace .,41,268
4394,The statues provide for their needs and guide them upstairs to a large hall .,3923,268
4395,They rest and are served breakfast in the morning .,4651,268
4396,Zelinda and her father go to the rosebush to meet the monster .,41,268
4397,The monster demands that Zelinda remain with him and Zelinda 's father is forced to leave her .,41,268
4398,"The monster courts Zelinda , but she refuses to marry him .",1489,268
